Phase,Station,Station Lat (¼),Station Lon (¼),Station Zed (km),Event Lat (¼),Event Lon (¼),Event Depth (km),Delay Time (s),Bandpass (Hz)
 P, PLAI,-8.7006,117.7219,62,23.97,122.54,14,-0.73846, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,23.97,122.54,14,-1.83846, 0.7-2.0
 P, SRBI,-8.0848,115.2126,111.5,23.97,122.54,14,-0.93846, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,23.97,122.54,14,-1.43846, 0.7-2.0
 P, WBSI,-9.6411,119.3911,456.67,23.97,122.54,14,-0.43846, 0.7-2.0
 P, BASI,-10.2189,120.5777,80.84,-12.08,166.44,75,2.89667, 0.7-2.0
 P, BATI,-10.2065,123.6633,344.81,-12.08,166.44,75,0.69667, 0.7-2.0
 P, BNDI,-4.3135,129.5427,16,-12.08,166.44,75,0.59667, 0.7-2.0
 P, BNSI,-4.4005,120.1065,252,-12.08,166.44,75,-0.30333, 0.7-2.0
 P, DBNI,-8.5019,118.3121,185,-12.08,166.44,75,-1.50333, 0.7-2.0
 P, KBKI,-3.2995,116.1668,72.15,-12.08,166.44,75,2.39667, 0.7-2.0
 P, KKSI,-4.1717,121.6513,92,-12.08,166.44,75,1.29667, 0.7-2.0
 P, KRAI,-3.3184,128.3947,120.68,-12.08,166.44,75,0.19667, 0.7-2.0
 P, LUWI,-1.0418,122.7716,6,-12.08,166.44,75,2.89667, 0.7-2.0
 P, MMRI,-8.6357,122.2376,2,-12.08,166.44,75,1.79667, 0.7-2.0
 P, NLAI,-3.239,127.0998,97.2,-12.08,166.44,75,0.09667, 0.7-2.0
 P, OBMI,-1.3414,127.6444,97,-12.08,166.44,75,-0.60333, 0.7-2.0
 P, PLAI,-8.7006,117.7219,62,-12.08,166.44,75,-1.20333, 0.7-2.0
 P, PMSI,-3.5008,118.9149,306.8,-12.08,166.44,75,1.39667, 0.7-2.0
 P, SANI,-2.0497,125.9881,30,-12.08,166.44,75,-0.80333, 0.7-2.0
 P, SIJI,-0.8691,131.2661,200.91,-12.08,166.44,75,-1.00333, 0.7-2.0
 P, SPSI,-3.9646,119.7691,138,-12.08,166.44,75,-0.40333, 0.7-2.0
 P, SRBI,-8.0848,115.2126,111.5,-12.08,166.44,75,-0.80333, 0.7-2.0
 P, SWI,-0.8628,131.2592,138,-12.08,166.44,75,-1.00333, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,-12.08,166.44,75,-1.00333, 0.7-2.0
 P, WBSI,-9.6411,119.3911,456.67,-12.08,166.44,75,1.39667, 0.7-2.0
 P, APSI,-0.9108,121.6487,138,-42.01,173.35,52,1.21346, 0.7-2.0
 P, BASI,-10.2189,120.5777,80.84,-42.01,173.35,52,1.61346, 0.7-2.0
 P, BATI,-10.2065,123.6633,344.81,-42.01,173.35,52,1.31346, 0.7-2.0
 P, BKB,-1.1073,116.9048,111,-42.01,173.35,52,-0.58654, 0.7-2.0
 P, BKSI,-5.3218,120.1224,608,-42.01,173.35,52,0.11346, 0.7-2.0
 P, BNSI,-4.4005,120.1065,252,-42.01,173.35,52,0.91346, 0.7-2.0
 P, DBNI,-8.5019,118.3121,185,-42.01,173.35,52,0.31346, 0.7-2.0
 P, DNP,-8.6774,115.2097,65.74,-42.01,173.35,52,-0.88654, 0.7-2.0
 P, FAKI,-2.9192,132.265,136,-42.01,173.35,52,-1.18654, 0.7-2.0
 P, KBKI,-3.2995,116.1668,72.15,-42.01,173.35,52,0.51346, 0.7-2.0
 P, KHK,-8.364,115.6096,220,-42.01,173.35,52,0.61346, 0.7-2.0
 P, KKSI,-4.1717,121.6513,92,-42.01,173.35,52,0.81346, 0.7-2.0
 P, KLNI,-8.4219,116.0949,99,-42.01,173.35,52,-0.48654, 0.7-2.0
 P, LBMI,-0.6379,127.5008,121,-42.01,173.35,52,-0.98654, 0.7-2.0
 P, LRTI,-8.2752,123,53,-42.01,173.35,52,0.21346, 0.7-2.0
 P, LUWI,-1.0418,122.7716,6,-42.01,173.35,52,0.81346, 0.7-2.0
 P, MKS,-5.2178,119.4696,80.32,-42.01,173.35,52,-0.38654, 0.7-2.0
 P, MMRI,-8.6357,122.2376,2,-42.01,173.35,52,0.01346, 0.7-2.0
 P, NLAI,-3.239,127.0998,97.2,-42.01,173.35,52,0.01346, 0.7-2.0
 P, OBMI,-1.3414,127.6444,97,-42.01,173.35,52,0.31346, 0.7-2.0
 P, PLAI,-8.7006,117.7219,62,-42.01,173.35,52,0.51346, 0.7-2.0
 P, PMSI,-3.5008,118.9149,306.8,-42.01,173.35,52,-0.58654, 0.7-2.0
 P, SANI,-2.0497,125.9881,30,-42.01,173.35,52,-0.38654, 0.7-2.0
 P, SAUI,-7.9826,131.2988,110,-42.01,173.35,52,1.11346, 0.7-2.0
 P, SIJI,-0.8691,131.2661,200.91,-42.01,173.35,52,-0.28654, 0.7-2.0
 P, SMKI,-0.4461,117.2085,97.58,-42.01,173.35,52,0.81346, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,-42.01,173.35,52,1.51346, 0.7-2.0
 P, SPSI,-3.9646,119.7691,138,-42.01,173.35,52,-0.28654, 0.7-2.0
 P, SRBI,-8.0848,115.2126,111.5,-42.01,173.35,52,-0.88654, 0.7-2.0
 P, SWI,-0.8628,131.2592,138,-42.01,173.35,52,-0.08654, 0.7-2.0
 P, TTSI,-3.0451,119.819,450.2,-42.01,173.35,52,-0.38654, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,-42.01,173.35,52,0.11346, 0.7-2.0
 P, WBSI,-9.6411,119.3911,456.67,-42.01,173.35,52,0.71346, 0.7-2.0
 P, AAII,-3.6871,128.194,160,28.27,84.75,19,-0.09107, 0.7-2.0
 P, APSI,-0.9108,121.6487,138,28.27,84.75,19,0.70893, 0.7-2.0
 P, BASI,-10.2189,120.5777,80.84,28.27,84.75,19,-0.59107, 0.7-2.0
 P, BATI,-10.2065,123.6633,344.81,28.27,84.75,19,-0.49107, 0.7-2.0
 P, BKB,-1.1073,116.9048,111,28.27,84.75,19,1.10893, 0.7-2.0
 P, BNDI,-4.3135,129.5427,16,28.27,84.75,19,-2.09107, 0.7-2.0
 P, BNSI,-4.4005,120.1065,252,28.27,84.75,19,0.20893, 0.7-2.0
 P, BSSI,-6.1428,120.4904,114.13,28.27,84.75,19,-0.29107, 0.7-2.0
 P, DBNI,-8.5019,118.3121,185,28.27,84.75,19,0.00893, 0.7-2.0
 P, DNP,-8.6774,115.2097,65.74,28.27,84.75,19,-0.29107, 0.7-2.0
 P, FAKI,-2.9192,132.265,136,28.27,84.75,19,0.10893, 0.7-2.0
 P, KAPI,-5.0142,119.7517,300,28.27,84.75,19,-0.09107, 0.7-2.0
 P, KBKI,-3.2995,116.1668,72.15,28.27,84.75,19,1.60893, 0.7-2.0
 P, KHK,-8.364,115.6096,220,28.27,84.75,19,-0.39107, 0.7-2.0
 P, KKSI,-4.1717,121.6513,92,28.27,84.75,19,0.90893, 0.7-2.0
 P, KLNI,-8.4219,116.0949,99,28.27,84.75,19,0.30893, 0.7-2.0
 P, KRAI,-3.3184,128.3947,120.68,28.27,84.75,19,-1.59107, 0.7-2.0
 P, LRTI,-8.2752,123,53,28.27,84.75,19,-1.49107, 0.7-2.0
 P, LUWI,-1.0418,122.7716,6,28.27,84.75,19,0.10893, 0.7-2.0
 P, MKS,-5.2178,119.4696,80.32,28.27,84.75,19,0.00893, 0.7-2.0
 P, MMRI,-8.6357,122.2376,2,28.27,84.75,19,-2.89107, 0.7-2.0
 P, NLAI,-3.239,127.0998,97.2,28.27,84.75,19,0.50893, 0.7-2.0
 P, OBMI,-1.3414,127.6444,97,28.27,84.75,19,0.20893, 0.7-2.0
 P, PLAI,-8.7006,117.7219,62,28.27,84.75,19,-0.99107, 0.7-2.0
 P, PMSI,-3.5008,118.9149,306.8,28.27,84.75,19,0.20893, 0.7-2.0
 P, SANI,-2.0497,125.9881,30,28.27,84.75,19,-0.49107, 0.7-2.0
 P, SAUI,-7.9826,131.2988,110,28.27,84.75,19,0.30893, 0.7-2.0
 P, SIJI,-0.8691,131.2661,200.91,28.27,84.75,19,-2.39107, 0.7-2.0
 P, SMKI,-0.4461,117.2085,97.58,28.27,84.75,19,-0.59107, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,28.27,84.75,19,-2.09107, 0.7-2.0
 P, SPSI,-3.9646,119.7691,138,28.27,84.75,19,0.20893, 0.7-2.0
 P, SRBI,-8.0848,115.2126,111.5,28.27,84.75,19,0.50893, 0.7-2.0
 P, SWI,-0.8628,131.2592,138,28.27,84.75,19,-1.89107, 0.7-2.0
 P, TTSI,-3.0451,119.819,450.2,28.27,84.75,19,0.20893, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,28.27,84.75,19,-0.79107, 0.7-2.0
 P, WBSI,-9.6411,119.3911,456.67,28.27,84.75,19,-0.19107, 0.7-2.0
 P, AAII,-3.6871,128.194,160,-20.87,-178.65,581,-0.75091, 0.7-2.0
 P, APSI,-0.9108,121.6487,138,-20.87,-178.65,581,0.74909, 0.7-2.0
 P, BASI,-10.2189,120.5777,80.84,-20.87,-178.65,581,1.14909, 0.7-2.0
 P, BATI,-10.2065,123.6633,344.81,-20.87,-178.65,581,1.34909, 0.7-2.0
 P, BKB,-1.1073,116.9048,111,-20.87,-178.65,581,1.54909, 0.7-2.0
 P, BNDI,-4.3135,129.5427,16,-20.87,-178.65,581,-0.45091, 0.7-2.0
 P, BNSI,-4.4005,120.1065,252,-20.87,-178.65,581,-0.25091, 0.7-2.0
 P, DBNI,-8.5019,118.3121,185,-20.87,-178.65,581,-0.65091, 0.7-2.0
 P, DNP,-8.6774,115.2097,65.74,-20.87,-178.65,581,-0.25091, 0.7-2.0
 P, FAKI,-2.9192,132.265,136,-20.87,-178.65,581,-0.15091, 0.7-2.0
 P, KAPI,-5.0142,119.7517,300,-20.87,-178.65,581,-0.15091, 0.7-2.0
 P, KDI,-3.9574,122.6193,55,-20.87,-178.65,581,-0.45091, 0.7-2.0
 P, KHK,-8.364,115.6096,220,-20.87,-178.65,581,-1.15091, 0.7-2.0
 P, KKSI,-4.1717,121.6513,92,-20.87,-178.65,581,-0.45091, 0.7-2.0
 P, KRAI,-3.3184,128.3947,120.68,-20.87,-178.65,581,-0.25091, 0.7-2.0
 P, LUWI,-1.0418,122.7716,6,-20.87,-178.65,581,0.04909, 0.7-2.0
 P, MKS,-5.2178,119.4696,80.32,-20.87,-178.65,581,0.24909, 0.7-2.0
 P, MMRI,-8.6357,122.2376,2,-20.87,-178.65,581,-0.65091, 0.7-2.0
 P, NLAI,-3.239,127.0998,97.2,-20.87,-178.65,581,-0.15091, 0.7-2.0
 P, OBMI,-1.3414,127.6444,97,-20.87,-178.65,581,-0.15091, 0.7-2.0
 P, PLAI,-8.7006,117.7219,62,-20.87,-178.65,581,-0.45091, 0.7-2.0
 P, PMSI,-3.5008,118.9149,306.8,-20.87,-178.65,581,0.24909, 0.7-2.0
 P, SANI,-2.0497,125.9881,30,-20.87,-178.65,581,-0.45091, 0.7-2.0
 P, SAUI,-7.9826,131.2988,110,-20.87,-178.65,581,0.44909, 0.7-2.0
 P, SIJI,-0.8691,131.2661,200.91,-20.87,-178.65,581,0.24909, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,-20.87,-178.65,581,1.54909, 0.7-2.0
 P, SPSI,-3.9646,119.7691,138,-20.87,-178.65,581,-1.35091, 0.7-2.0
 P, SRBI,-8.0848,115.2126,111.5,-20.87,-178.65,581,-0.65091, 0.7-2.0
 P, SWI,-0.8628,131.2592,138,-20.87,-178.65,581,0.04909, 0.7-2.0
 P, TTSI,-3.0451,119.819,450.2,-20.87,-178.65,581,-0.45091, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,-20.87,-178.65,581,-0.35091, 0.7-2.0
 P, WBSI,-9.6411,119.3911,456.67,-20.87,-178.65,581,-0.25091, 0.7-2.0
 P, WSI,-9.669,120.2977,48,-20.87,-178.65,581,0.24909, 0.7-2.0
 P, APSI,-0.9108,121.6487,138,-5.39,151.67,59,0.01235, 0.7-2.0
 P, BASI,-10.2189,120.5777,80.84,-5.39,151.67,59,1.11235, 0.7-2.0
 P, BKB,-1.1073,116.9048,111,-5.39,151.67,59,1.41235, 0.7-2.0
 P, BKSI,-5.3218,120.1224,608,-5.39,151.67,59,-0.28765, 0.7-2.0
 P, BNSI,-4.4005,120.1065,252,-5.39,151.67,59,0.21235, 0.7-2.0
 P, DBNI,-8.5019,118.3121,185,-5.39,151.67,59,-1.78765, 0.7-2.0
 P, DNP,-8.6774,115.2097,65.74,-5.39,151.67,59,-0.68765, 0.7-2.0
 P, KAPI,-5.0142,119.7517,300,-5.39,151.67,59,0.21235, 0.7-2.0
 P, KHK,-8.364,115.6096,220,-5.39,151.67,59,-1.58765, 0.7-2.0
 P, KKSI,-4.1717,121.6513,92,-5.39,151.67,59,0.11235, 0.7-2.0
 P, KLNI,-8.4219,116.0949,99,-5.39,151.67,59,-1.78765, 0.7-2.0
 P, MKS,-5.2178,119.4696,80.32,-5.39,151.67,59,-0.08765, 0.7-2.0
 P, PLAI,-8.7006,117.7219,62,-5.39,151.67,59,-1.88765, 0.7-2.0
 P, PMSI,-3.5008,118.9149,306.8,-5.39,151.67,59,0.01235, 0.7-2.0
 P, SPSI,-3.9646,119.7691,138,-5.39,151.67,59,-0.98765, 0.7-2.0
 P, SRBI,-8.0848,115.2126,111.5,-5.39,151.67,59,-0.58765, 0.7-2.0
 P, TTSI,-3.0451,119.819,450.2,-5.39,151.67,59,-0.08765, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,-5.39,151.67,59,-1.68765, 0.7-2.0
 P, WBSI,-9.6411,119.3911,456.67,-5.39,151.67,59,-1.08765, 0.7-2.0
 P, APSI,-0.9108,121.6487,138,-5.25,151.75,71,0.43429, 0.7-2.0
 P, BASI,-10.2189,120.5777,80.84,-5.25,151.75,71,1.23429, 0.7-2.0
 P, BKB,-1.1073,116.9048,111,-5.25,151.75,71,1.63429, 0.7-2.0
 P, BKSI,-5.3218,120.1224,608,-5.25,151.75,71,-0.06571, 0.7-2.0
 P, BNSI,-4.4005,120.1065,252,-5.25,151.75,71,0.33429, 0.7-2.0
 P, BSSI,-6.1428,120.4904,114.13,-5.25,151.75,71,0.43429, 0.7-2.0
 P, DBNI,-8.5019,118.3121,185,-5.25,151.75,71,-2.06571, 0.7-2.0
 P, KAPI,-5.0142,119.7517,300,-5.25,151.75,71,0.33429, 0.7-2.0
 P, KHK,-8.364,115.6096,220,-5.25,151.75,71,-1.56571, 0.7-2.0
 P, KKSI,-4.1717,121.6513,92,-5.25,151.75,71,0.63429, 0.7-2.0
 P, KLNI,-8.4219,116.0949,99,-5.25,151.75,71,-1.36571, 0.7-2.0
 P, MKS,-5.2178,119.4696,80.32,-5.25,151.75,71,0.73429, 0.7-2.0
 P, MMRI,-8.6357,122.2376,2,-5.25,151.75,71,-1.06571, 0.7-2.0
 P, PLAI,-8.7006,117.7219,62,-5.25,151.75,71,-1.66571, 0.7-2.0
 P, PMSI,-3.5008,118.9149,306.8,-5.25,151.75,71,0.53429, 0.7-2.0
 P, SMKI,-0.4461,117.2085,97.58,-5.25,151.75,71,1.53429, 0.7-2.0
 P, SPSI,-3.9646,119.7691,138,-5.25,151.75,71,-0.06571, 0.7-2.0
 P, SRBI,-8.0848,115.2126,111.5,-5.25,151.75,71,-0.86571, 0.7-2.0
 P, TTSI,-3.0451,119.819,450.2,-5.25,151.75,71,0.73429, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,-5.25,151.75,71,-1.86571, 0.7-2.0
 P, WBSI,-9.6411,119.3911,456.67,-5.25,151.75,71,-0.26571, 0.7-2.0
 P, APSI,-0.9108,121.6487,138,-5.6,152.01,64,-1.49, 0.7-2.0
 P, BNSI,-4.4005,120.1065,252,-5.6,152.01,64,-0.49, 0.7-2.0
 P, DBNI,-8.5019,118.3121,185,-5.6,152.01,64,-1.29, 0.7-2.0
 P, DNP,-8.6774,115.2097,65.74,-5.6,152.01,64,2.11, 0.7-2.0
 P, KAPI,-5.0142,119.7517,300,-5.6,152.01,64,1.21, 0.7-2.0
 P, KKSI,-4.1717,121.6513,92,-5.6,152.01,64,2.21, 0.7-2.0
 P, KLNI,-8.4219,116.0949,99,-5.6,152.01,64,-2.39, 0.7-2.0
 P, LUWI,-1.0418,122.7716,6,-5.6,152.01,64,-0.69, 0.7-2.0
 P, MKS,-5.2178,119.4696,80.32,-5.6,152.01,64,1.21, 0.7-2.0
 P, MMRI,-8.6357,122.2376,2,-5.6,152.01,64,-2.49, 0.7-2.0
 P, PMSI,-3.5008,118.9149,306.8,-5.6,152.01,64,-0.19, 0.7-2.0
 P, SPSI,-3.9646,119.7691,138,-5.6,152.01,64,-2.09, 0.7-2.0
 P, TTSI,-3.0451,119.819,450.2,-5.6,152.01,64,0.91, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,-5.6,152.01,64,-2.19, 0.7-2.0
 P, WBSI,-9.6411,119.3911,456.67,-5.6,152.01,64,-1.69, 0.7-2.0
 P, AAII,-3.6871,128.194,160,38.79,141.83,111,0.64587, 0.7-2.0
 P, APSI,-0.9108,121.6487,138,38.79,141.83,111,-0.45413, 0.7-2.0
 P, BASI,-10.2189,120.5777,80.84,38.79,141.83,111,-2.35413, 0.7-2.0
 P, BATI,-10.2065,123.6633,344.81,38.79,141.83,111,-0.65413, 0.7-2.0
 P, BKB,-1.1073,116.9048,111,38.79,141.83,111,2.04587, 0.7-2.0
 P, BNDI,-4.3135,129.5427,16,38.79,141.83,111,0.64587, 0.7-2.0
 P, BNSI,-4.4005,120.1065,252,38.79,141.83,111,0.24587, 0.7-2.0
 P, DBNI,-8.5019,118.3121,185,38.79,141.83,111,-0.95413, 0.7-2.0
 P, DNP,-8.6774,115.2097,65.74,38.79,141.83,111,-0.85413, 0.7-2.0
 P, EDFI,-8.7497,121.6903,914.34,38.79,141.83,111,-0.25413, 0.7-2.0
 P, FAKI,-2.9192,132.265,136,38.79,141.83,111,-0.25413, 0.7-2.0
 P, KAPI,-5.0142,119.7517,300,38.79,141.83,111,0.44587, 0.7-2.0
 P, KKSI,-4.1717,121.6513,92,38.79,141.83,111,1.44587, 0.7-2.0
 P, KRAI,-3.3184,128.3947,120.68,38.79,141.83,111,1.94587, 0.7-2.0
 P, LUWI,-1.0418,122.7716,6,38.79,141.83,111,-1.45413, 0.7-2.0
 P, MKS,-5.2178,119.4696,80.32,38.79,141.83,111,0.84587, 0.7-2.0
 P, MMRI,-8.6357,122.2376,2,38.79,141.83,111,-0.25413, 0.7-2.0
 P, NLAI,-3.239,127.0998,97.2,38.79,141.83,111,0.74587, 0.7-2.0
 P, OBMI,-1.3414,127.6444,97,38.79,141.83,111,-0.75413, 0.7-2.0
 P, PLAI,-8.7006,117.7219,62,38.79,141.83,111,-1.85413, 0.7-2.0
 P, PMSI,-3.5008,118.9149,306.8,38.79,141.83,111,-0.75413, 0.7-2.0
 P, SANI,-2.0497,125.9881,30,38.79,141.83,111,-1.05413, 0.7-2.0
 P, SIJI,-0.8691,131.2661,200.91,38.79,141.83,111,-0.15413, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,38.79,141.83,111,-0.35413, 0.7-2.0
 P, SPSI,-3.9646,119.7691,138,38.79,141.83,111,-0.55413, 0.7-2.0
 P, SRBI,-8.0848,115.2126,111.5,38.79,141.83,111,-0.15413, 0.7-2.0
 P, SWI,-0.8628,131.2592,138,38.79,141.83,111,0.04587, 0.7-2.0
 P, TTSI,-3.0451,119.819,450.2,38.79,141.83,111,-0.75413, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,38.79,141.83,111,-1.55413, 0.7-2.0
 P, AAII,-3.6871,128.194,160,-10.73,164.17,32,0.315, 0.7-2.0
 P, APSI,-0.9108,121.6487,138,-10.73,164.17,32,1.015, 0.7-2.0
 P, BASI,-10.2189,120.5777,80.84,-10.73,164.17,32,1.115, 0.7-2.0
 P, BATI,-10.2065,123.6633,344.81,-10.73,164.17,32,0.515, 0.7-2.0
 P, BNDI,-4.3135,129.5427,16,-10.73,164.17,32,-0.985, 0.7-2.0
 P, BNSI,-4.4005,120.1065,252,-10.73,164.17,32,0.515, 0.7-2.0
 P, DNP,-8.6774,115.2097,65.74,-10.73,164.17,32,1.615, 0.7-2.0
 P, KAPI,-5.0142,119.7517,300,-10.73,164.17,32,-0.085, 0.7-2.0
 P, KHK,-8.364,115.6096,220,-10.73,164.17,32,-0.685, 0.7-2.0
 P, KKSI,-4.1717,121.6513,92,-10.73,164.17,32,0.115, 0.7-2.0
 P, KRAI,-3.3184,128.3947,120.68,-10.73,164.17,32,-0.285, 0.7-2.0
 P, LBMI,-0.6379,127.5008,121,-10.73,164.17,32,0.615, 0.7-2.0
 P, LUWI,-1.0418,122.7716,6,-10.73,164.17,32,0.715, 0.7-2.0
 P, MKS,-5.2178,119.4696,80.32,-10.73,164.17,32,1.215, 0.7-2.0
 P, MMRI,-8.6357,122.2376,2,-10.73,164.17,32,-1.385, 0.7-2.0
 P, NLAI,-3.239,127.0998,97.2,-10.73,164.17,32,0.415, 0.7-2.0
 P, OBMI,-1.3414,127.6444,97,-10.73,164.17,32,0.515, 0.7-2.0
 P, PLAI,-8.7006,117.7219,62,-10.73,164.17,32,-1.185, 0.7-2.0
 P, PMSI,-3.5008,118.9149,306.8,-10.73,164.17,32,0.415, 0.7-2.0
 P, SANI,-2.0497,125.9881,30,-10.73,164.17,32,-0.385, 0.7-2.0
 P, SIJI,-0.8691,131.2661,200.91,-10.73,164.17,32,-0.485, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,-10.73,164.17,32,1.115, 0.7-2.0
 P, SPSI,-3.9646,119.7691,138,-10.73,164.17,32,-0.585, 0.7-2.0
 P, SRBI,-8.0848,115.2126,111.5,-10.73,164.17,32,-0.485, 0.7-2.0
 P, SWI,-0.8628,131.2592,138,-10.73,164.17,32,-0.485, 0.7-2.0
 P, TTSI,-3.0451,119.819,450.2,-10.73,164.17,32,0.415, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,-10.73,164.17,32,-0.585, 0.7-2.0
 P, WBSI,-9.6411,119.3911,456.67,-10.73,164.17,32,-0.785, 0.7-2.0
 P, BATI,-10.2065,123.6633,344.81,-10.96,163.13,28,0.24318, 0.7-2.0
 P, BNSI,-4.4005,120.1065,252,-10.96,163.13,28,0.04318, 0.7-2.0
 P, DBNI,-8.5019,118.3121,185,-10.96,163.13,28,-1.55682, 0.7-2.0
 P, KHK,-8.364,115.6096,220,-10.96,163.13,28,-1.85682, 0.7-2.0
 P, KKSI,-4.1717,121.6513,92,-10.96,163.13,28,1.04318, 0.7-2.0
 P, MMRI,-8.6357,122.2376,2,-10.96,163.13,28,-1.75682, 0.7-2.0
 P, NLAI,-3.239,127.0998,97.2,-10.96,163.13,28,0.14318, 0.7-2.0
 P, OBMI,-1.3414,127.6444,97,-10.96,163.13,28,-1.05682, 0.7-2.0
 P, PLAI,-8.7006,117.7219,62,-10.96,163.13,28,-1.75682, 0.7-2.0
 P, SOEI,-9.7553,124.2672,1047,-10.96,163.13,28,-0.25682, 0.7-2.0
 P, SPSI,-3.9646,119.7691,138,-10.96,163.13,28,-0.25682, 0.7-2.0
 P, TTSI,-3.0451,119.819,450.2,-10.96,163.13,28,0.94318, 0.7-2.0
 P, TWSI,-8.7381,116.8821,82.72,-10.96,163.13,28,-0.55682, 0.7-2.0
 P, WBSI,-9.6411,119.3911,456.67,-10.96,163.13,28,1.54318, 0.7-2.0
 P, APSI,-0.9108,121.6487,138,56.87,-156.83,50,-0.3881, 0.7-2.0
 P, BASI,-10.2189,120.5777,80.84,56.87,-156.83,50,-1.3881, 0.7-2.0
 P, BATI,-10.2065,123.6633,344.81,56.87,-156.83,50,-0.0881, 0.7-2.0
 P, BKB,-1.1073,116.9048,111,56.87,-156.83,50,1.3119, 0.7-2.0
 P, BNDI,-4.3135,129.5427,16,56.87,-156.83,50,0.51191, 0.7-2.0
 P, BNSI,-4.4005,120.1065,252,56.87,-156.83,50,-0.0881, 0.7-2.0
 P, BSSI,-6.1428,120.4904,114.13,56.87,-156.83,50,-0.5881, 0.7-2.0
 P, DBNI,-8.5019,118.3121,185,56.87,-156.83,50,-0.28809, 0.7-2.0
 P, DNP,-8.6774,115.2097,65.74,56.87,-156.83,50,-1.6881, 0.7-2.0
 P, FAKI,-2.9192,132.265,136,56.87,-156.83,50,0.21191, 0.7-2.0
 P, KAPI,-5.0142,119.7517,300,56.87,-156.83,50,0.3119, 0.7-2.0
 P, KHK,-8.364,115.6096,220,56.87,-156.83,50,-1.9881, 0.7-2.0
 P, KKSI,-4.1717,121.6513,92,56.87,-156.83,50,0.9119, 0.7-2.0
 P, KRAI,-3.3184,128.3947,120.68,56.87,-156.83,50,1.2119, 0.7-2.0
 P, LBMI,-0.6379,127.5008,121,56.87,-156.83,50,1.0119, 0.7-2.0
 P, LUWI,-1.0418,122.7716,6,56.87,-156.83,50,-1.1881, 0.7-2.0
 P, MKS,-5.2178,119.4696,80.32,56.87,-156.83,50,0.8119, 0.7-2.0
 P, MMRI,-8.6357,122.2376,2,56.87,-156.83,50,-0.4881, 0.7-2.0
 P, MSAI,-3.3462,128.9285,73.54,56.87,-156.83,50,1.3119, 0.7-2.0
 P, NLAI,-3.239,127.0998,97.2,56.87,-156.83,50,1.5119, 0.7-2.0
 P, OBMI,-1.3414,127.6444,97,56.87,-156.83,50,-0.28809, 0.7-2.0
 P, PLAI,-8.7006,117.7219,62,56.87,-156.83,50,-1.5881, 0.7-2.0
 P, PMSI,-3.5008,118.9149,306.8,56.87,-156.83,50,0.41191, 0.7-2.0
 P, SANI,-2.0497,125.9881,30,56.87,-156.83,50,-0.4881, 0.7-2.0
 P, SAUI,-7.9826,131.2988,110,56.87,-156.83,50,1.9119, 0.7-2.0
 P, SIJI,-0.8691,131.2661,200.91,56.87,-156.83,50,-0.3881, 0.7-2.0
 P, SMKI,-0.4461,117.2085,97.58,56.87,-156.83,50,1.8119, 0.7-2.0
 P, SPSI,-3.9646,119.7691,138,56.87,-156.83,50,-0.3881, 0.7-2.0
