Phase,Station,Station Lat (¼),Station Lon (¼),Station Zed (km),Event Lat (¼),Event Lon (¼),Event Depth (km),Delay Time (s),Bandpass (Hz)
 P, HADA,-8.3722,123.5454,0.029,25.5403,122.4503,256,1.37402, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,25.5403,122.4503,256,-1.31757, 0.02-0.1
 P, LEGO,-9.7124,123.9533,0.889,25.5403,122.4503,256,-0.20972, 0.02-0.1
 P, LMBR,-8.7922,120.6631,0.205,25.5403,122.4503,256,0.13259, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,25.5403,122.4503,256,-0.71729, 0.02-0.1
 P, MELO,-9.8698,120.6445,0.026,25.5403,122.4503,256,-1.67985, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,25.5403,122.4503,256,0.69451, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,25.5403,122.4503,256,-0.99183, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,25.5403,122.4503,256,-0.10136, 0.02-0.1
 P, ONIX,-10.1033,124.4498,0.159,25.5403,122.4503,256,-0.69447, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,25.5403,122.4503,256,0.70403, 0.02-0.1
 P, PPLA,-10.6113,123.3805,0.028,25.5403,122.4503,256,-0.30775, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,25.5403,122.4503,256,0.74847, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,25.5403,122.4503,256,0.63418, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,25.5403,122.4503,256,-1.39097, 0.02-0.1
 P, TL01,-9.2068,124.3642,0.021,25.5403,122.4503,256,-1.32337, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,25.5403,122.4503,256,0.708, 0.02-0.1
 P, TL03,-8.6043,125.5572,0.692,25.5403,122.4503,256,0.19964, 0.02-0.1
 P, TL04,-8.2213,125.6065,0.012,25.5403,122.4503,256,0.32586, 0.02-0.1
 P, TL05,-8.9853,125.6598,0.502,25.5403,122.4503,256,-1.06852, 0.02-0.1
 P, TL06,-8.4718,126.4576,0.431,25.5403,122.4503,256,-0.20487, 0.02-0.1
 P, TL08,-8.4947,126.9908,0.398,25.5403,122.4503,256,0.9873, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,-20.3263,-178.5639,599.28,-0.64671, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,-20.3263,-178.5639,599.28,-0.63768, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,-20.3263,-178.5639,599.28,-0.62993, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,-20.3263,-178.5639,599.28,-0.74046, 0.02-0.1
 P, GREG,-10.8919,122.8225,0.005,-20.3263,-178.5639,599.28,1.7043, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,-20.3263,-178.5639,599.28,-0.53276, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,-20.3263,-178.5639,599.28,-0.37315, 0.02-0.1
 P, LEGO,-9.7124,123.9533,0.889,-20.3263,-178.5639,599.28,1.33778, 0.02-0.1
 P, LMBR,-8.7922,120.6631,0.205,-20.3263,-178.5639,599.28,-0.90959, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,-20.3263,-178.5639,599.28,0.7112, 0.02-0.1
 P, MELO,-9.8698,120.6445,0.026,-20.3263,-178.5639,599.28,-0.24248, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,-20.3263,-178.5639,599.28,-0.81181, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,-20.3263,-178.5639,599.28,-0.60393, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,-20.3263,-178.5639,599.28,0.92671, 0.02-0.1
 P, ONIX,-10.1033,124.4498,0.159,-20.3263,-178.5639,599.28,1.12685, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,-20.3263,-178.5639,599.28,-1.19029, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,-20.3263,-178.5639,599.28,-0.96873, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,-20.3263,-178.5639,599.28,-0.68938, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,-20.3263,-178.5639,599.28,0.56758, 0.02-0.1
 P, TL01,-9.2068,124.3642,0.021,-20.3263,-178.5639,599.28,0.08296, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,-20.3263,-178.5639,599.28,0.78389, 0.02-0.1
 P, TL04,-8.2213,125.6065,0.012,-20.3263,-178.5639,599.28,-0.8311, 0.02-0.1
 P, TL05,-8.9853,125.6598,0.502,-20.3263,-178.5639,599.28,0.27669, 0.02-0.1
 P, TL06,-8.4718,126.4576,0.431,-20.3263,-178.5639,599.28,0.58974, 0.02-0.1
 P, TL08,-8.4947,126.9908,0.398,-20.3263,-178.5639,599.28,1.52968, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,-17.0309,168.52,219.96,-0.559, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,-17.0309,168.52,219.96,-0.47202, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,-17.0309,168.52,219.96,-0.40806, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,-17.0309,168.52,219.96,-0.48652, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,-17.0309,168.52,219.96,-0.56864, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,-17.0309,168.52,219.96,0.08529, 0.02-0.1
 P, LEGO,-9.7124,123.9533,0.889,-17.0309,168.52,219.96,1.08346, 0.02-0.1
 P, LMBR,-8.7922,120.6631,0.205,-17.0309,168.52,219.96,-0.49217, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,-17.0309,168.52,219.96,0.47417, 0.02-0.1
 P, MELO,-9.8698,120.6445,0.026,-17.0309,168.52,219.96,0.06365, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,-17.0309,168.52,219.96,-1.00544, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,-17.0309,168.52,219.96,-0.39652, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,-17.0309,168.52,219.96,0.63146, 0.02-0.1
 P, ONIX,-10.1033,124.4498,0.159,-17.0309,168.52,219.96,0.69863, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,-17.0309,168.52,219.96,-0.55296, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,-17.0309,168.52,219.96,-0.30103, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,-17.0309,168.52,219.96,-0.29609, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,-17.0309,168.52,219.96,0.50899, 0.02-0.1
 P, TL03,-8.6043,125.5572,0.692,-17.0309,168.52,219.96,0.01671, 0.02-0.1
 P, TL05,-8.9853,125.6598,0.502,-17.0309,168.52,219.96,0.17904, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,-20.9665,-178.3032,484.12,-0.63845, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,-20.9665,-178.3032,484.12,-0.54134, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,-20.9665,-178.3032,484.12,-0.48641, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,-20.9665,-178.3032,484.12,-0.53823, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,-20.9665,-178.3032,484.12,-0.50155, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,-20.9665,-178.3032,484.12,-0.28884, 0.02-0.1
 P, LEGO,-9.7124,123.9533,0.889,-20.9665,-178.3032,484.12,1.28892, 0.02-0.1
 P, LMBR,-8.7922,120.6631,0.205,-20.9665,-178.3032,484.12,-0.87929, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,-20.9665,-178.3032,484.12,0.68748, 0.02-0.1
 P, MELO,-9.8698,120.6445,0.026,-20.9665,-178.3032,484.12,-0.22915, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,-20.9665,-178.3032,484.12,-0.69625, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,-20.9665,-178.3032,484.12,-0.64162, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,-20.9665,-178.3032,484.12,0.94334, 0.02-0.1
 P, ONIX,-10.1033,124.4498,0.159,-20.9665,-178.3032,484.12,1.18559, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,-20.9665,-178.3032,484.12,-0.94582, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,-20.9665,-178.3032,484.12,-0.76852, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,-20.9665,-178.3032,484.12,-0.55746, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,-20.9665,-178.3032,484.12,0.60288, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,-20.9665,-178.3032,484.12,0.77281, 0.02-0.1
 P, TL05,-8.9853,125.6598,0.502,-20.9665,-178.3032,484.12,0.47447, 0.02-0.1
 P, TL06,-8.4718,126.4576,0.431,-20.9665,-178.3032,484.12,0.59605, 0.02-0.1
 P, TL08,-8.4947,126.9908,0.398,-20.9665,-178.3032,484.12,1.59123, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,-21.2452,170.158,7.08,-0.60126, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,-21.2452,170.158,7.08,-0.44394, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,-21.2452,170.158,7.08,-0.36239, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,-21.2452,170.158,7.08,-0.61496, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,-21.2452,170.158,7.08,-0.40048, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,-21.2452,170.158,7.08,0.22449, 0.02-0.1
 P, LEGO,-9.7124,123.9533,0.889,-21.2452,170.158,7.08,0.98486, 0.02-0.1
 P, LMBR,-8.7922,120.6631,0.205,-21.2452,170.158,7.08,-0.52612, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,-21.2452,170.158,7.08,0.29041, 0.02-0.1
 P, MELO,-9.8698,120.6445,0.026,-21.2452,170.158,7.08,0.25421, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,-21.2452,170.158,7.08,-0.73227, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,-21.2452,170.158,7.08,-0.28796, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,-21.2452,170.158,7.08,0.74466, 0.02-0.1
 P, ONIX,-10.1033,124.4498,0.159,-21.2452,170.158,7.08,0.517, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,-21.2452,170.158,7.08,-0.67383, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,-21.2452,170.158,7.08,-0.22711, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,-21.2452,170.158,7.08,-0.18649, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,-21.2452,170.158,7.08,0.61826, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,-21.2452,170.158,7.08,0.56372, 0.02-0.1
 P, TL03,-8.6043,125.5572,0.692,-21.2452,170.158,7.08,0.09821, 0.02-0.1
 P, TL04,-8.2213,125.6065,0.012,-21.2452,170.158,7.08,-0.89642, 0.02-0.1
 P, TL05,-8.9853,125.6598,0.502,-21.2452,170.158,7.08,0.35681, 0.02-0.1
 P, TL08,-8.4947,126.9908,0.398,-21.2452,170.158,7.08,1.3006, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,22.6374,121.427,30,0.45291, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,22.6374,121.427,30,0.21398, 0.02-0.1
 P, LEGO,-9.7124,123.9533,0.889,22.6374,121.427,30,-0.76426, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,22.6374,121.427,30,-0.2255, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,22.6374,121.427,30,0.72821, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,22.6374,121.427,30,0.21914, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,22.6374,121.427,30,-0.39417, 0.02-0.1
 P, TL06,-8.4718,126.4576,0.431,22.6374,121.427,30,-1.6894, 0.02-0.1
 P, TL08,-8.4947,126.9908,0.398,22.6374,121.427,30,0.16867, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,-10.7598,164.1216,10,-0.77582, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,-10.7598,164.1216,10,-0.67603, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,-10.7598,164.1216,10,-0.40842, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,-10.7598,164.1216,10,-0.96409, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,-10.7598,164.1216,10,-0.40961, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,-10.7598,164.1216,10,-0.36603, 0.02-0.1
 P, LEGO,-9.7124,123.9533,0.889,-10.7598,164.1216,10,1.27017, 0.02-0.1
 P, LMBR,-8.7922,120.6631,0.205,-10.7598,164.1216,10,-1.06644, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,-10.7598,164.1216,10,0.53314, 0.02-0.1
 P, MELO,-9.8698,120.6445,0.026,-10.7598,164.1216,10,-0.24476, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,-10.7598,164.1216,10,-0.93125, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,-10.7598,164.1216,10,-0.65839, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,-10.7598,164.1216,10,0.83462, 0.02-0.1
 P, ONIX,-10.1033,124.4498,0.159,-10.7598,164.1216,10,0.90005, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,-10.7598,164.1216,10,-1.27656, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,-10.7598,164.1216,10,-1.16413, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,-10.7598,164.1216,10,-0.4831, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,-10.7598,164.1216,10,0.28707, 0.02-0.1
 P, TL01,-9.2068,124.3642,0.021,-10.7598,164.1216,10,-0.30494, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,-10.7598,164.1216,10,0.64529, 0.02-0.1
 P, TL06,-8.4718,126.4576,0.431,-10.7598,164.1216,10,0.60711, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,-16.4311,168.1483,10,-0.60554, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,-16.4311,168.1483,10,-0.45847, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,-16.4311,168.1483,10,-0.35087, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,-16.4311,168.1483,10,-0.61671, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,-16.4311,168.1483,10,-0.53312, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,-16.4311,168.1483,10,0.05444, 0.02-0.1
 P, LEGO,-9.7124,123.9533,0.889,-16.4311,168.1483,10,1.08883, 0.02-0.1
 P, LMBR,-8.7922,120.6631,0.205,-16.4311,168.1483,10,-0.63407, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,-16.4311,168.1483,10,0.51907, 0.02-0.1
 P, MELO,-9.8698,120.6445,0.026,-16.4311,168.1483,10,0.04388, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,-16.4311,168.1483,10,-0.87986, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,-16.4311,168.1483,10,-0.42048, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,-16.4311,168.1483,10,0.74682, 0.02-0.1
 P, ONIX,-10.1033,124.4498,0.159,-16.4311,168.1483,10,0.79553, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,-16.4311,168.1483,10,-0.69718, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,-16.4311,168.1483,10,-0.47877, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,-16.4311,168.1483,10,-0.3975, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,-16.4311,168.1483,10,0.43429, 0.02-0.1
 P, TL01,-9.2068,124.3642,0.021,-16.4311,168.1483,10,-0.05796, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,-16.4311,168.1483,10,0.59914, 0.02-0.1
 P, TL03,-8.6043,125.5572,0.692,-16.4311,168.1483,10,0.32061, 0.02-0.1
 P, TL04,-8.2213,125.6065,0.012,-16.4311,168.1483,10,-0.9452, 0.02-0.1
 P, TL05,-8.9853,125.6598,0.502,-16.4311,168.1483,10,0.38592, 0.02-0.1
 P, TL06,-8.4718,126.4576,0.431,-16.4311,168.1483,10,0.56847, 0.02-0.1
 P, TL08,-8.4947,126.9908,0.398,-16.4311,168.1483,10,1.51873, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,39.8244,143.5871,10,1.05726, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,39.8244,143.5871,10,0.91578, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,39.8244,143.5871,10,0.96443, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,39.8244,143.5871,10,-0.14568, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,39.8244,143.5871,10,1.36964, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,39.8244,143.5871,10,-1.46136, 0.02-0.1
 P, LEGO,-9.7124,123.9533,0.889,39.8244,143.5871,10,0.33216, 0.02-0.1
 P, LMBR,-8.7922,120.6631,0.205,39.8244,143.5871,10,-0.66991, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,39.8244,143.5871,10,0.0232, 0.02-0.1
 P, MELO,-9.8698,120.6445,0.026,39.8244,143.5871,10,-1.61663, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,39.8244,143.5871,10,0.67933, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,39.8244,143.5871,10,-1.92272, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,39.8244,143.5871,10,0.33448, 0.02-0.1
 P, ONIX,-10.1033,124.4498,0.159,39.8244,143.5871,10,0.10536, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,39.8244,143.5871,10,-0.05218, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,39.8244,143.5871,10,-0.03802, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,39.8244,143.5871,10,0.16511, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,39.8244,143.5871,10,-0.33477, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,39.8244,143.5871,10,0.80622, 0.02-0.1
 P, TL04,-8.2213,125.6065,0.012,39.8244,143.5871,10,0.23426, 0.02-0.1
 P, TL06,-8.4718,126.4576,0.431,39.8244,143.5871,10,-0.48101, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,39.8185,143.4861,7,1.16241, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,39.8185,143.4861,7,0.93756, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,39.8185,143.4861,7,1.06152, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,39.8185,143.4861,7,-0.11683, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,39.8185,143.4861,7,1.50604, 0.02-0.1
 P, LEGO,-9.7124,123.9533,0.889,39.8185,143.4861,7,-0.05964, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,39.8185,143.4861,7,-0.23523, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,39.8185,143.4861,7,0.49078, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,39.8185,143.4861,7,-1.53113, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,39.8185,143.4861,7,0.06598, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,39.8185,143.4861,7,0.05871, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,39.8185,143.4861,7,0.00311, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,39.8185,143.4861,7,0.45007, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,39.8185,143.4861,7,-0.45069, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,39.8185,143.4861,7,0.58996, 0.02-0.1
 P, TL06,-8.4718,126.4576,0.431,39.8185,143.4861,7,-1.02973, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,-41.3157,80.6046,10,-1.4646, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,-41.3157,80.6046,10,-1.02838, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,-41.3157,80.6046,10,-0.95709, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,-41.3157,80.6046,10,0.5741, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,-41.3157,80.6046,10,-0.41491, 0.02-0.1
 P, ONIX,-10.1033,124.4498,0.159,-41.3157,80.6046,10,-0.00476, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,-41.3157,80.6046,10,1.71167, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,-4.7294,152.5623,41,-0.07126, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,-4.7294,152.5623,41,-0.51666, 0.02-0.1
 P, GREG,-10.8919,122.8225,0.005,-4.7294,152.5623,41,2.5387, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,-4.7294,152.5623,41,-0.11185, 0.02-0.1
 P, MELO,-9.8698,120.6445,0.026,-4.7294,152.5623,41,-0.04575, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,-4.7294,152.5623,41,-0.98511, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,-4.7294,152.5623,41,-1.21698, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,-4.7294,152.5623,41,-0.7684, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,-4.7294,152.5623,41,-0.35318, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,-4.7294,152.5623,41,1.53049, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,-15.4296,-173.049,10,-0.87852, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,-15.4296,-173.049,10,-0.90526, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,-15.4296,-173.049,10,-0.73106, 0.02-0.1
 P, GREG,-10.8919,122.8225,0.005,-15.4296,-173.049,10,1.29579, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,-15.4296,-173.049,10,-0.44529, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,-15.4296,-173.049,10,0.08522, 0.02-0.1
 P, LEGO,-9.7124,123.9533,0.889,-15.4296,-173.049,10,1.28847, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,-15.4296,-173.049,10,0.59804, 0.02-0.1
 P, MELO,-9.8698,120.6445,0.026,-15.4296,-173.049,10,-0.12413, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,-15.4296,-173.049,10,-0.80473, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,-15.4296,-173.049,10,-0.52824, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,-15.4296,-173.049,10,1.19173, 0.02-0.1
 P, ONIX,-10.1033,124.4498,0.159,-15.4296,-173.049,10,0.97695, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,-15.4296,-173.049,10,-1.12211, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,-15.4296,-173.049,10,-0.96739, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,-15.4296,-173.049,10,-0.58793, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,-15.4296,-173.049,10,0.83461, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,-15.4296,-173.049,10,0.68733, 0.02-0.1
 P, TL03,-8.6043,125.5572,0.692,-15.4296,-173.049,10,-0.09044, 0.02-0.1
 P, TL04,-8.2213,125.6065,0.012,-15.4296,-173.049,10,-1.72215, 0.02-0.1
 P, TL05,-8.9853,125.6598,0.502,-15.4296,-173.049,10,0.74404, 0.02-0.1
 P, TL07,-8.8558,126.3628,0.056,-15.4296,-173.049,10,0.76442, 0.02-0.1
 P, TL08,-8.4947,126.9908,0.398,-15.4296,-173.049,10,1.37416, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,-15.392,-172.9409,14.54,-0.91703, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,-15.392,-172.9409,14.54,-0.70298, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,-15.392,-172.9409,14.54,-0.91336, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,-15.392,-172.9409,14.54,-0.76407, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,-15.392,-172.9409,14.54,-0.88687, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,-15.392,-172.9409,14.54,-0.2537, 0.02-0.1
 P, LEGO,-9.7124,123.9533,0.889,-15.392,-172.9409,14.54,1.66183, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,-15.392,-172.9409,14.54,0.61184, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,-15.392,-172.9409,14.54,-1.08097, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,-15.392,-172.9409,14.54,-0.65036, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,-15.392,-172.9409,14.54,0.75198, 0.02-0.1
 P, ONIX,-10.1033,124.4498,0.159,-15.392,-172.9409,14.54,1.46939, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,-15.392,-172.9409,14.54,-1.14963, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,-15.392,-172.9409,14.54,-0.97348, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,-15.392,-172.9409,14.54,-0.51102, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,-15.392,-172.9409,14.54,0.58243, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,-15.392,-172.9409,14.54,0.85397, 0.02-0.1
 P, TL03,-8.6043,125.5572,0.692,-15.392,-172.9409,14.54,0.34933, 0.02-0.1
 P, TL04,-8.2213,125.6065,0.012,-15.392,-172.9409,14.54,-1.34445, 0.02-0.1
 P, TL07,-8.8558,126.3628,0.056,-15.392,-172.9409,14.54,0.86361, 0.02-0.1
 P, TL08,-8.4947,126.9908,0.398,-15.392,-172.9409,14.54,1.85812, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,-15.4994,-173.0293,11,-0.41079, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,-15.4994,-173.0293,11,-1.32491, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,-15.4994,-173.0293,11,-0.63479, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,-15.4994,-173.0293,11,-1.60818, 0.02-0.1
 P, GREG,-10.8919,122.8225,0.005,-15.4994,-173.0293,11,0.26383, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,-15.4994,-173.0293,11,0.35056, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,-15.4994,-173.0293,11,-0.09042, 0.02-0.1
 P, LEGO,-9.7124,123.9533,0.889,-15.4994,-173.0293,11,1.257, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,-15.4994,-173.0293,11,0.57072, 0.02-0.1
 P, MELO,-9.8698,120.6445,0.026,-15.4994,-173.0293,11,0.08665, 0.02-0.1
